mnc,year,sector,upe_code,upe_name,jur_code,jur_name,total_revenues,profit_before_tax,tax_paid,employees,tangible_assets,tax_accrued,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings,currency
ADECCO,2021,Business and Financial Services,CHE,Switzerland,PRI,Puerto Rico,40593769,-283307,920480,43,230942,605,40593769,0,1687,-12270224,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,ROU,Romania,77132291,1350459,240550,140,850649,306651,75774467,1357824,205736,5127375,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,SAU,Saudi Arabia,1351380,702408,114302,6,677,146905,1351380,0,122306,566795,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,SRB,Serbia,21994993,-127657,0,50,212249,67124,21991494,3499,574756,2918862,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,SGP,Singapore,117666659,6587565,1428547,249,2315328,926950,111715875,5950784,132540,4623844,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,SVK,Slovakia,10827993,-7767,4961,26,0,0,10811437,16556,0,0,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,SVN,Slovenia,45794785,1636647,-69973,64,394770,320352,45570862,223923,379736,4809110,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,ESP,Spain,1015623188,25847269,6331534,1568,14502720,5548632,1009540839,6082349,12126122,171729615,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,SWE,Sweden,216102245,8026713,-49666,219,989378,0,216102245,0,322943,22860744,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,CHE,Switzerland,1066515331,324754285,32609020,1116,32783932,32108911,477663971,588851360,17719074,7020469161,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,TWN,Taiwan,84165108,3169715,1351424,180,918018,786686,84132518,32590,810466,2392110,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,THA,Thailand,133980905,2016128,729180,165,818642,645663,133860830,120075,598335,22889084,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,TUN,Tunisia,14019843,914394,250079,26,131034,154154,13837790,182053,530767,2806693,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,TUR,Turkey,56581266,1102115,651754,109,300599,473703,56306459,274807,58550,9014846,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,ARE,United Arab Emirates,38893728,873499,-592,47,137655,0,38893728,0,18168,-8146351,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,GBR,United Kingdom,1616361394,-6451360,1848755,2261,21356948,61554,1606934004,9427390,46665314,40253568,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,USA,United States of America,3304194799,-75777661,3365311,6113,51874293,11655936,3133842487,170352312,31897351,3542919222,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,URY,Uruguay,4273418,8621,-10621,9,29922,13471,4273418,0,226320,1413252,EUR
ADECCO,2021,Business and Financial Services,CHE,Switzerland,VNM,Viet Nam,15818200,385943,63216,55,102288,32743,15445368,372832,2881338,-1405860,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,NLD,Netherlands,NA,296439000,NA,1011,NA,60931000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,GBR,United Kingdom,NA,5283000,NA,91,NA,-372000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,FRA,France,NA,980000,NA,43,NA,422000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,DEU,Germany,NA,1981000,NA,42,NA,508000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,SWE,Sweden,NA,2233000,NA,25,NA,509000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,ESP,Spain,NA,1341000,NA,22,NA,511000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,BEL,Belgium,NA,417000,NA,6,NA,74000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,ITA,Italy,NA,464000,NA,11,NA,323000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,POL,Poland,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,ARE,United Arab Emirates,NA,-21000,NA,NA,NA,NA,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,USA,United States of America,NA,7923000,NA,236,NA,-2415000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,BRA,Brazil,NA,1515000,NA,89,NA,357000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,MEX,Mexico,NA,422000,NA,8,NA,227000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,CAN,Canada,NA,295000,NA,7,NA,75000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,SGP,Singapore,NA,1565000,NA,96,NA,417000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,AUS,Australia,NA,1034000,NA,29,NA,331000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,CHN,China,NA,376000,NA,17,NA,95000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,JPN,Japan,NA,187000,NA,7,NA,60000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,HKG,Hong Kong,NA,525000,NA,4,NA,32000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,IND,India,NA,61000,NA,2,NA,18000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,NZL,New Zealand,NA,5000,NA,NA,NA,16000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,MYS,Malaysia,NA,163000,NA,NA,NA,42000,NA,NA,NA,NA,EUR
ADYEN,2020,Business and Financial Services,NLD,Netherlands,KOR,South Korea,NA,-8000,NA,NA,NA,NA,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,NLD,Netherlands,NA,531000000,124368000,1262,NA,106128000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,GBR,United Kingdom,NA,7846000,NA,107,NA,1000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,FRA,France,NA,1916000,559000,51,NA,744000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,DEU,Germany,NA,3630000,687000,58,NA,1343000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,SWE,Sweden,NA,1718000,345000,33,NA,357000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,ESP,Spain,NA,1086000,246000,32,NA,207000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,BEL,Belgium,NA,353000,33000,12,NA,94000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,ITA,Italy,NA,494000,240000,17,NA,-36000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,ARE,United Arab Emirates,NA,231000,NA,10,NA,-1000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,POL,Poland,NA,402000,NA,10,NA,77000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,NOR,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,USA,United States of America,NA,19777000,-1392000,286,NA,-303000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,BRA,Brazil,NA,2513000,-49000,88,NA,502000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,MEX,Mexico,NA,253000,326000,14,NA,42000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,CAN,Canada,NA,426000,NA,10,NA,70000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,SGP,Singapore,NA,2283000,377000,101,NA,472000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,AUS,Australia,NA,1385000,445000,30,NA,443000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,CHN,China,NA,2950000,968000,25,NA,715000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,JPN,Japan,NA,270000,123000,19,NA,85000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,HKG,Hong Kong,NA,649000,51000,6,NA,87000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,IND,India,NA,1449000,47000,8,NA,38000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,NZL,New Zealand,NA,90000,NA,NA,NA,26000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,MYS,Malaysia,NA,149000,52000,1,NA,42000,NA,NA,NA,NA,EUR
ADYEN,2021,Business and Financial Services,NLD,Netherlands,KOR,South Korea,NA,-22000,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,NLD,Netherlands,8172800000,485800000,33400000,4340,174700000,127000000,8103900000,68900000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,GBR,United Kingdom,12429200000,47400000,30100000,2652,129100000,-17700000,12378600000,50600000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,JEY,Jersey,NA,NA,NA,NA,NA,NA,1800000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,IRL,Ireland,NA,2100000,400000,NA,NA,-300000,2600000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,DEU,Germany,NA,100000,NA,4,NA,-100000,NA,2200000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,ESP,Spain,192200000,-23900000,NA,463,9900000,100000,191400000,800000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,HUN,Hungary,430000000,40300000,800000,1113,32600000,-2400000,420700000,9300000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,POL,Poland,NA,1800000,1400000,205,2400000,-1400000,106800000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,ROU,Romania,NA,4200000,NA,138,1200000,NA,39700000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,TUR,Turkey,NA,5000000,NA,1194,2600000,NA,177300000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,USA,United States of America,29454500000,-980900000,-67000000,7650,321400000,15400000,29364000000,90500000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,CAN,Canada,192800000,21500000,4600000,58,1100000,-5600000,80100000,112700000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,BRA,Brazil,NA,300000,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,MEX,Mexico,NA,-400000,NA,NA,NA,NA,800000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,PRI,Puerto Rico,NA,-100000,NA,NA,NA,NA,600000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,BMU,Bermuda,900000,-500000,NA,3,NA,NA,400000,500000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,CYM,Cayman Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,HKG,Hong Kong,309500000,19000000,3200000,208,6400000,-9900000,296200000,13300000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,SGP,Singapore,NA,21000000,100000,25,100000,NA,196200000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,IND,India,NA,-500000,NA,5,NA,NA,700000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,JPN,Japan,2000000,-13300000,300000,2,100000,NA,800000,1200000,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,IDN,Indonesia,NA,-3100000,NA,26,200000,NA,200000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,THA,Thailand,NA,-3600000,NA,17,100000,NA,200000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,AUS,Australia,NA,-1800000,NA,26,700000,NA,4400000,NA,NA,NA,EUR
AEGON,2020,Business and Financial Services,NLD,Netherlands,CHN,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,NLD,Netherlands,3475000000,330200000,76500000,4267,145800000,-87900000,3406600000,68400000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,GBR,United Kingdom,16232300000,85400000,-10400000,2855,124400000,-14700000,16174000000,58300000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,JEY,Jersey,NA,NA,NA,NA,NA,NA,2100000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,IRL,Ireland,NA,9400000,-1100000,NA,NA,-1200000,11500000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,DEU,Germany,NA,100000,-100000,6,NA,NA,NA,2400000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,ESP,Spain,202100000,-23200000,-100000,479,8900000,-200000,201200000,900000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,HUN,Hungary,449100000,34900000,-1000000,1075,29300000,-3700000,438200000,10900000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,POL,Poland,NA,-9000000,-1600000,180,1300000,-1800000,88700000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,ROU,Romania,NA,7800000,NA,128,600000,NA,46900000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,TUR,Turkey,NA,10300000,NA,1308,2100000,NA,361300000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,USA,United States of America,32199400000,1041100000,-32900000,7383,333800000,17600000,32115400000,84000000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,CAN,Canada,265300000,35500000,-8400000,58,900000,-9200000,110300000,155000000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,BRA,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,MEX,Mexico,NA,500000,NA,NA,NA,NA,500000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,PRI,Puerto Rico,NA,-100000,NA,NA,NA,NA,600000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,BMU,Bermuda,500000,-3600000,NA,NA,NA,NA,200000,300000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,CYM,Cayman Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,HKG,Hong Kong,237900000,13500000,NA,206,4800000,-14900000,226400000,11500000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,SGP,Singapore,NA,71900000,NA,25,1100000,NA,235100000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,IND,India,NA,-400000,NA,4,NA,NA,400000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,JPN,Japan,800000,NA,NA,NA,NA,100000,100000,700000,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,IDN,Indonesia,NA,-1000000,NA,27,200000,NA,1500000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,THA,Thailand,NA,-1500000,NA,17,100000,NA,100000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,AUS,Australia,NA,-200000,NA,25,500000,NA,2400000,NA,NA,NA,EUR
AEGON,2021,Business and Financial Services,NLD,Netherlands,CHN,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,JPN,Japan,8251883463,73697168.65,49684037.75,7775,NA,50923266.31,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,THA,Thailand,1924324990,286450554,61214608.12,4775,NA,48329913.83,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,USA,United States of America,1551809602,-13738202.71,6983996.717,4075,NA,2962659.007,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,IDN,Indonesia,822773902.3,77053754.62,13245794.01,3591,NA,20205170.29,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,BRA,Brazil,462002462,87402544.11,24620434.96,3102,NA,24620434.96,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,FRA,France,435978662.3,-8256052.524,131308.9865,912,NA,246204.3496,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,BEL,Belgium,398826425.9,44111612.64,4308576.118,881,NA,10127205.58,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,VNM,Viet Nam,294460402.1,44710709.89,9528108.33,2321,NA,8042675.421,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,SGP,Singapore,178063192.4,3528929.011,402133.771,43,NA,828887.977,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,PHL,Philippines,176200246.2,34197784.16,9995896.594,856,NA,9035699.631,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,CHN,China,143496101.8,15125153.88,2888797.702,706,NA,2864177.267,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,MYS,Malaysia,93442757.49,12679524,3988510.464,554,NA,3397620.025,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,PER,Peru,89314731.23,7336889.618,3052933.935,1133,NA,2659006.976,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,POL,Poland,47074271.65,4366023.8,1009437.833,513,NA,1042265.08,NA,NA,NA,NA,EUR
AJINOMOTO,2020,Food and Beverages,JPN,Japan,OTHER,Other,400746819.9,14969224.46,5153877.719,2194,NA,3865408.289,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,JPN,Japan,7804234678,266530643.7,52340622.11,7768,NA,58900523.56,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,THA,Thailand,1868178318,283222975.1,44510317.22,4700,NA,46065599.01,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,USA,United States of America,1734362488,47790267.94,3480135.51,4310,NA,13250692.95,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,IDN,Indonesia,884016014.8,75746843.24,28680320.3,3655,NA,18232214.35,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,BRA,Brazil,529003695.7,88027409.92,22459193.1,3187,NA,22482291.35,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,BEL,Belgium,416915614.4,42662457.65,12018786.57,875,NA,8500153.988,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,VNM,Viet Nam,313343085.9,42516168.77,6644595.011,2318,NA,7737911.919,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,FRA,France,243101324.3,28526332,53895.90391,681,NA,192485.3711,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,PHL,Philippines,180959347.1,35425007.7,6398213.736,874,NA,9131506.006,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,CHN,China,154588851.2,13874345.55,3418540.191,717,NA,3187557.746,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,SGP,Singapore,143617185.1,-3649522.636,354173.0828,36,NA,646750.8469,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,PER,Peru,112118879,10463504.77,4134585.771,1214,NA,3780412.689,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,MYS,Malaysia,101201108.7,4804434.863,2687095.781,571,NA,677548.5063,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,POL,Poland,61633815.83,5512781.029,261780.1047,550,NA,1247305.205,NA,NA,NA,NA,EUR
AJINOMOTO,2021,Food and Beverages,JPN,Japan,OTHER,Other,496712349.9,36849399.45,6960271.019,2779,NA,5859254.697,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,NOR,Norway,2406157235,NA,NA,8191,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,GBR,United Kingdom,727879919.6,NA,NA,2216,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,IND,India,75648759.93,NA,NA,1515,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,MYS,Malaysia,230297807.1,NA,NA,1498,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,BRA,Brazil,246097864.6,NA,NA,1485,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,USA,United States of America,323661783,NA,NA,804,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,BRN,Brunei Darussalam,96476108.4,NA,NA,483,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,SWE,Sweden,14722780.81,NA,NA,123,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,AGO,Angola,26931916.12,NA,NA,123,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,CAN,Canada,32078904.53,NA,NA,119,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,AUS,Australia,17116728.91,NA,NA,96,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,COG,Congo,49913817.87,NA,NA,21,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,NGA,Nigeria,10413674.23,NA,NA,13,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,CYP,Cyprus,41534999.52,NA,NA,4,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,CHN,China,1077276.645,NA,NA,3,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2014,Business and Financial Services,NOR,Norway,OTHER,Other,1436368.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,NOR,Norway,1875614553,NA,670421.0244,7508,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,GBR,United Kingdom,883167962.8,NA,2569947.26,2348,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,IND,India,88383838.38,NA,6257262.894,1493,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,BRA,Brazil,254871726.1,NA,5475105.033,1378,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,MYS,Malaysia,203919728.3,NA,3128631.447,1086,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,USA,United States of America,329064986.1,NA,670421.0244,719,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,BRN,Brunei Darussalam,112742468.9,NA,1452578.886,362,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,CAN,Canada,28045946.19,NA,-893894.6992,149,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,AGO,Angola,82685259.68,NA,48717261.11,143,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,SWE,Sweden,13631894.16,NA,223473.6748,110,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,AUS,Australia,11061946.9,NA,-558684.187,50,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,COG,Congo,59779208.01,NA,14525788.86,25,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,NGA,Nigeria,17877893.98,NA,NA,15,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,CHN,China,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,CYP,Cyprus,31398051.31,NA,446947.3496,2,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2015,Business and Financial Services,NOR,Norway,OTHER,Other,6815947.081,NA,223473.6748,4,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2016,Business and Financial Services,NOR,Norway,NOR,Norway,1515510301,NA,0,5839,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2016,Business and Financial Services,NOR,Norway,BRA,Brazil,180720297.9,NA,3551977.267,3313,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2016,Business and Financial Services,NOR,Norway,GBR,United Kingdom,596409273.9,NA,4843605.365,1858,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2016,Business and Financial Services,NOR,Norway,IND,India,77067143.13,NA,5381783.738,1394,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2016,Business and Financial Services,NOR,Norway,MYS,Malaysia,153165565.2,NA,1183992.422,848,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2016,Business and Financial Services,NOR,Norway,USA,United States of America,104191333.2,NA,0,422,NA,NA,NA,NA,NA,NA,EUR
