company_name,Inactive,listed,Branch,OwnData,country_iso,nace_code,bvd_id,nace_section,NACE Rev. 2 main section.1,bvd_sector,revenue_eur_2025,revenue_eur_2024,revenue_eur_2023,revenue_eur_2022,revenue_eur_2021,revenue_eur_2020,employees_2024,employees_2025,employees_2023,employees_2022,employees_2021,employees_2020,consolidation_code,website,isin,legal_form,date_incorporation,guo_name,guo_bvd_id,guo_country_iso,_source,total_assets_eur_2025,total_assets_eur_2024,total_assets_eur_2023,total_assets_eur_2022,total_assets_eur_2021,total_assets_eur_2020,orbis_sources,regime_classification
SCHIPPER KOZIJNEN HOLDING B.V.,No,No,No,No,NL,6492.0,NL36011723,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",62362.093,67066.033,59067.095,57014.309,57734.674,50483.846,208.0,215.0,220.0,214.0,216.0,213.0,C1,www.schipperkozijnen.nl,,Private limited companies,1972-01-01 00:00:00,STICHTING ADMINISTRATIEKANTOOR SCHIPPER KOZIJNEN HOLDING,NL55519024,NL,bank,27713.078,26153.129,29355.254,26218.173,26042.461,26051.858,bank,CRD_IV
NORSK HYDRO ASA,No,Yes,No,No,NO,610.0,NO914778271,B - Mining and quarrying,,Mining & Extraction,17954496.3757768,17696460.8586239,17588499.1835582,20104081.0849884,15167472.7208834,13383672.0044653,32031.0,31618.0,32724.0,32014.0,31264.0,34240.0,C1,www.hydro.com,,Public limited companies,1905-02-12 00:00:00,NORSK HYDRO ASA,NO914778271,NO,extractive,17586630.6945532,17586466.4668933,18372011.7093541,18886014.9882619,17469481.767383,15707034.4346104,"extractive,large_mne",EU_2021_2101
ING BANK SLASKI S.A. - CAPITAL GROUP,No,Yes,No,No,PL,6419.0,PL271514909,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",2804900.67099123,2647900.0172807,2462549.39442786,1647043.65791411,1502014.67412172,1354985.84892829,8001.0,7693.0,8379.0,8399.0,8694.0,8507.0,C2,www.ing.pl,,Private limited companies,1989,ING GROEP NV,NL33231073,NL,bank,66642974.8724769,61106594.6285397,56428571.0136699,46276478.3887768,43853530.9402727,40459351.4219436,"bank,large_mne",EU_2021_2101|CRD_IV
AALLON GROUP OYJ,No,Yes,No,No,FI,6619.0,FI29318055,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",40175.0,35375.0,32950.0,29368.0,24567.0,18430.0,437.0,444.0,386.0,350.0,335.0,268.0,C1,www.aallongroup.fi,,Public limited companies,2018,AALLON GROUP OYJ,FI29318055,FI,bank,35939.0,34970.0,27749.0,20466.0,17464.0,12841.0,bank,CRD_IV
MOLOEF INVEST AB,No,No,No,No,SE,6499.0,SE5569866170,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",40647.7565078754,30585.5405384989,30098.5464470291,25708.4344779798,19646.4802214499,20880.6484248132,57.0,60.0,48.0,50.0,48.0,49.0,C2,molofbygg.se,,Private limited companies,2014-10-16 00:00:00,MOLOEF INVEST AB,SE5569866170,SE,bank,15106.6766340787,12195.2959055513,11183.334867035,10142.2643455106,6935.35346143036,7420.86713765258,bank,CRD_IV
EDENRED,No,Yes,No,No,FR,6611.0,FR493322978,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",2961000.0,2856000.0,2514000.0,2031000.0,1627000.0,1465000.0,12507.0,12000.0,11233.0,9750.0,9161.0,8834.0,C1,www.edenred.com,,Public limited companies,2006,EDENRED,FR493322978,FR,bank,13568000.0,13266000.0,13295000.0,11174000.0,10323000.0,9428000.0,"bank,large_mne",EU_2021_2101|CRD_IV
ADYEN N.V,No,Yes,No,No,NL,6492.0,NL34259528,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",2944612.0,2579820.0,2148433.0,8999518.0,5981535.0,3601905.0,4345.0,4771.0,4196.0,3332.0,2180.0,1747.0,C1,www.adyen.com,,Public limited companies,2006-01-10 00:00:00,ADYEN N.V,NL34259528,NL,bank,12256849.0,11425279.0,9568371.0,7620288.0,5775606.0,4158461.0,"bank,large_mne",EU_2021_2101|CRD_IV
UNICREDIT BANK AUSTRIA AG,No,No,No,No,AT,6419.0,ATFEB46588,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",2941000.0,2967000.0,2923000.0,2075000.0,1925000.0,1822000.0,4480.0,4025.0,4747.0,4959.0,4994.0,5215.0,C2,www.bankaustria.at,,Private limited companies,1991-05-10 00:00:00,UNICREDIT SPA,IT00348170101,IT,bank,109593000.0,105253000.0,102745000.0,107332000.0,118404000.0,118510000.0,"bank,large_mne",EU_2021_2101|CRD_IV
GOOBIT GROUP AB,No,Yes,No,No,SE,6612.0,SE5569528671,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",29884.868282702,9696.81336836326,8186.23314990651,34197.7859994679,51906.8454036912,28.8824512818456,7.0,15.0,10.0,15.0,14.0,18.0,C1,www.goobit.se,,Public limited companies,2013,GOOBIT GROUP AB,SE5569528671,SE,bank,1811.77862750905,2817.65486067649,1833.85506189445,4595.27923363096,6252.6703800284,3.37587092904688,bank,CRD_IV
BOLIDEN AB,No,Yes,No,No,SE,729.0,SE5560514142,B - Mining and quarrying,,Mining & Extraction,8759420.53431371,8150304.5021148,7142681.66509893,7813965.88888421,6725798.00350675,5637599.04235907,5808.0,7690.0,5664.0,6226.0,6167.0,6071.0,C1,www.boliden.com,,Public limited companies,1947-12-23 00:00:00,BOLIDEN AB,SE5560514142,SE,extractive,13263210.9535965,10139839.6118565,9188649.22753758,8665540.26243719,7868760.6702271,7224466.22317335,"extractive,large_mne",EU_2021_2101
CESKA SPORITELNA A.S.,No,No,No,No,CZ,6419.0,CZ45244782,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",2455389.10652376,2231907.45489474,1945037.17004662,1990779.11617883,1693849.79633594,1530675.32498781,9674.0,9483.0,10433.0,10237.0,9741.0,9892.0,C2,www.csas.cz,,Private limited companies,1992-01-01 00:00:00,ERSTE GROUP BANK AG,ATFEB46146,AT,bank,84088899.1430358,80623174.0494117,72711193.6507781,67984555.4584998,66034922.5514428,58595551.5486235,"bank,large_mne",EU_2021_2101|CRD_IV
CREDIT MUTUEL ARKEA,No,No,No,No,FR,6419.0,FR775577018,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",2430000.0,2192000.0,2155000.0,2405111.0,2534075.0,2158629.0,11564.0,11660.0,11471.0,10792.0,10716.0,10388.0,C2,www.arkea.com,,Public limited companies,1960-01-01 00:00:00,CREDIT MUTUEL ARKEA,FR775577018,FR,bank,211604000.0,198429000.0,191625000.0,187651958.0,178718478.0,169375771.0,"bank,large_mne",EU_2021_2101|CRD_IV
S-PANKKI OY,No,No,No,No,FI,6419.0,FI25573083,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",392742.0,438970.0,371291.0,221797.0,186996.0,173853.0,756.0,1202.0,847.0,776.0,687.0,652.0,C2,www.s-pankki.fi,,Public limited companies,2014,S-PANKKI OY,FI25573083,FI,bank,13239756.0,13249625.0,10059046.0,8952247.0,8500883.0,7625351.0,bank,CRD_IV
WALLBLOMGRUPPEN AB,No,No,No,No,SE,6619.0,SE5567153282,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",20232.8951809148,19045.3763035598,20362.2484851999,25323.5706262188,24373.824531035,23863.0938555077,45.0,41.0,45.0,48.0,50.0,55.0,C2,marykay.se,,Private limited companies,2006-11-13 00:00:00,WALLBLOMGRUPPEN AB,SE5567153282,SE,bank,44642.9618327392,55141.9208352918,58732.1661168712,68734.4485893597,70859.0718529748,42189.853161571,bank,CRD_IV
LESLEY INVEST AKTIEBOLAG,No,No,No,No,SE,6612.0,SE5562698687,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",20232.8951809148,19045.3763035598,20362.2484851999,25323.5706262188,24373.824531035,23863.0938555077,45.0,41.0,45.0,48.0,50.0,55.0,C2,marykay.se,,Private limited companies,1986-01-13 00:00:00,WALLBLOMGRUPPEN AB,SE5567153282,SE,bank,44603.313794558,55129.3283446716,58712.6092247282,68716.1886870956,70842.2477304455,42171.6609682311,bank,CRD_IV
TRANSFER GROUP AB,No,Yes,No,No,SE,6619.0,SE5569218687,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",19735.9124413136,16146.2319707559,35215.2095463051,32735.8460482707,18999.4586399806,1602.31429586963,40.0,59.0,421.0,370.0,304.0,17.0,C1,www.transfer.se,,Public limited companies,2013,TRANSFER GROUP AB,SE5569218687,SE,bank,28992.4860264487,16586.4988638451,23160.6556193776,21424.6797307788,10489.3689178715,3423.37967268427,bank,CRD_IV
HELLENIQ ENERGY HOLDINGS SOCIETE ANONYME,No,Yes,No,No,GR,610.0,GR000296601000,B - Mining and quarrying,,Mining & Extraction,11671623.0,12906381.0,12866736.0,14557075.0,9255450.0,5832543.0,3734.0,4192.0,3646.0,3519.0,3500.0,3544.0,C1,www.hellenic-petroleum.gr,,Public limited companies,1975,HELLENIQ ENERGY HOLDINGS SOCIETE ANONYME,GR000296601000,GR,extractive,8566730.0,7754354.0,8108303.0,8562000.0,7832236.0,6774748.0,"extractive,large_mne",EU_2021_2101
NATIONAL BANK OF GREECE SA,No,Yes,No,No,GR,6419.0,GR000237901000,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",2737000.0,2892000.0,2765000.0,2459000.0,2123000.0,2767000.0,7852.0,7877.0,8036.0,8254.0,9224.0,9762.0,C2,www.nbg.gr,,Public limited companies,01/01/1841,NATIONAL BANK OF GREECE SA,GR000237901000,GR,bank,78886000.0,74957000.0,74584000.0,78113000.0,83958000.0,77484000.0,"bank,large_mne",EU_2021_2101|CRD_IV
FANA SPAREBANK,No,No,No,No,NO,6419.0,NO937896859,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",58958.1375254756,62858.7842333853,57306.3108021041,50253.5466135819,42484.4598771279,40908.9104234597,138.0,147.0,130.0,129.0,130.0,136.0,C2,www.fanasparebank.no,,Public limited companies,1878,FANA SPAREBANK,NO937896859,NO,bank,3239835.35444661,2723332.23294565,2609519.38943482,2750262.02617332,3005775.5363068,2796958.06478115,bank,CRD_IV
ETELA-KARJALAN OSUUSPANKKI,No,No,No,No,FI,6419.0,FI09156191,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",129057.0,111003.0,66368.0,45465.0,40501.0,34956.0,289.0,299.0,137.0,125.0,130.0,132.0,C2,www.op.fi/web/op-etela-karjala,,Public limited companies,1992,ETELÄ-KARJALAN OSUUSPANKKI,FI09156191,FI,bank,4775858.0,4643622.0,2257374.0,2374184.0,2304622.0,2119378.0,bank,CRD_IV
IBERCAJA BANCO SA,No,No,No,No,ES,6419.0,ESA99319030,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1343425.0,1367214.0,1297968.0,1032328.0,1029734.0,1078812.0,5125.0,5227.0,4964.0,4794.0,4880.0,5307.0,C2,www.ibercaja.com,,Public limited companies,1876,FUNDACION BANCARIA IBERCAJA,ESG50000652,ES,bank,55651481.0,53140648.0,54516480.0,54636093.0,58631409.0,58400790.0,"bank,large_mne",EU_2021_2101|CRD_IV
SPAREBANK 1 SMN,No,Yes,No,No,NO,6419.0,NO937901003,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",761229.511570511,769621.514999962,663738.776821265,542662.233725094,660491.202331032,594335.19790832,1876.0,1899.0,1737.0,1498.0,1600.0,1653.0,C2,www.sparebank1.no/smn,,Public limited companies,26/05/1823,SPAREBANK 1 SMN,NO937901003,NO,bank,20509461.5764906,21006554.2307411,20708311.6939958,21234096.5021234,19905330.8771619,17952534.2725202,"bank,large_mne",EU_2021_2101|CRD_IV
APG HOLDING AB,No,No,No,No,SE,6619.0,SE5567065668,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",4461.03859944946,8832.45856007863,6282.9654662756,7264.48653072119,6928.54877957783,8360.82552531964,24.0,22.0,27.0,28.0,28.0,25.0,C2,www.accesspartners.com,,Private limited companies,2006-06-29 00:00:00,APG HOLDING AB,SE5567065668,SE,bank,3171.85389398575,7634.80117482466,5643.00799783895,6699.16084770113,6682.54500248412,8500.1029624909,bank,CRD_IV
"RENTA 4 BANCO, S.A.",No,Yes,No,No,ES,6419.0,ESA82473018,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",178451.0,152788.0,130700.0,110410.0,119899.0,95624.0,728.0,756.0,670.0,633.0,608.0,560.0,C2,www.renta4banco.com,,Public limited companies,1999-10-28 00:00:00,"RENTA 4 BANCO, S.A.",ESA82473018,ES,bank,2559164.0,2479893.0,2190176.0,2410341.0,2201450.0,1779135.0,bank,CRD_IV
BANCA DEL MEZZOGIORNO - MEDIOCREDITO CENTRALE S.P.A,No,No,No,No,IT,6499.0,IT00594040586,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",510390.0,492772.0,502574.0,451266.0,524540.0,383175.0,2754.0,2426.0,2830.0,2869.0,2996.0,3146.0,C2,www.mcc.it,,Public limited companies,1994-01-01 00:00:00,REPUBBLICA ITALIANA,IT*J00S1150,IT,bank,15988180.0,14278312.0,14770877.0,15050447.0,15262194.0,14796996.0,bank,CRD_IV
TATRA BANKA A.S.,No,Yes,No,No,SK,6419.0,SK00686930,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",763932.0,715540.0,616168.0,529847.0,485524.0,460492.0,3407.0,3389.0,3349.0,3324.0,3327.0,3591.0,C2,www.tatrabanka.sk,,Private limited companies,1990-01-11 00:00:00,RAIFFEISEN BANK INTERNATIONAL AG,ATFEB40494,AT,bank,23123477.0,20903480.0,22231147.0,21724815.0,19511524.0,15640731.0,"bank,large_mne",CRD_IV
NYKREDIT BANK A/S,No,No,No,No,DK,6419.0,DK10519608,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1441504.99025426,1076170.79102036,1061063.88374413,944121.196066745,853965.10889975,715835.017991662,1029.0,1171.0,1018.0,1021.0,974.0,979.0,C2,www.nykredit.dk,,Public limited companies,1987-01-01 00:00:00,FORENET KREDIT F.M.B.A,DK74252028,DK,bank,35034197.9555198,33165088.0763864,31741750.2338873,31886984.0624001,28984485.4720954,26662399.2446438,"bank,large_mne",EU_2021_2101|CRD_IV
SOHO DEVELOPMENT S.A.,No,Yes,No,No,PL,6619.0,PL010964606,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",74.5823179495074,42.7961180484817,31.7545499622083,36.4504027867176,420.080984135569,2056.74717969963,10.0,9.0,10.0,12.0,11.0,14.0,C1,www.sohodevelopment.pl,,Public limited companies,1994,MR MACIEJ ZIENTARA,PLPP71101400376SPL,PL,bank,2882.2078782437,3123.88275897059,2973.04674238008,3314.08718973327,5615.0680670397,6973.36496784616,bank,CRD_IV
KVIKA BANKI HF,No,Yes,No,No,IS,6419.0,IS5405022930,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",131942.121639071,119688.86479348,98685.1605894331,95571.825196083,149525.217721749,55516.257490997,253.0,250.0,270.0,270.0,331.0,160.0,C1,kvika.is,,Public limited companies,,KVIKA BANKI HF,IS5405022930,IS,bank,2332350.60483385,2469734.7539281,2228538.56064119,1978023.7553944,1667518.38989843,789214.429834262,bank,CRD_IV
RENOLDI INVEST APS,No,No,No,No,DK,6430.0,DK33882491,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",169149.625159386,171912.421928437,140705.282556257,174987.975668542,167061.735215252,139780.475707352,193.0,198.0,155.0,0.0,152.0,135.0,C2,,,Private limited companies,2011-09-05 00:00:00,MRS LONE NIELSEN,DKCP1507209,DK,bank,94386.9602094517,93584.5450661569,86247.9364288155,78914.1973779481,79335.0541667982,69347.6104255481,bank,CRD_IV
EIKA GRUPPEN AS,No,No,No,No,NO,6619.0,NO979319568,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",170368.416295028,117315.845726326,145653.95521847,178623.069791004,185765.20280317,164059.539021136,515.0,,786.0,719.0,660.0,614.0,C2,eika.no,,Public limited companies,1997,EIKA GRUPPEN AS,NO979319568,NO,bank,1250988.84138453,1229587.10674306,1160380.71592933,1226267.55160359,1308033.75393264,1212960.18080172,bank,CRD_IV
BRD-GROUPE SOCIETE GENERALE SA,No,Yes,No,No,RO,6419.0,RO361579,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",855637.184327516,822676.876247125,772422.554192515,701246.267167028,631363.692107307,636688.358173842,5840.0,,6070.0,6126.0,6408.0,6860.0,C2,www.brd.ro,,Private limited companies,1990-01-12 00:00:00,SOCIÉTÉ GÉNÉRALE,FR552120222,FR,bank,19218682.061471,17829248.1818244,16878281.9069115,14937862.3943636,13951459.2581789,13059785.368824,"bank,large_mne",EU_2021_2101|CRD_IV
COOPERATIEF MEIJBURG & CO U.A.,No,No,No,No,NL,6492.0,NL34284660,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",128273.451,124576.236,120242.244,109261.246,99674.552,,614.0,629.0,600.0,565.0,549.0,562.0,C1,www.meijburg.nl,,Partnerships,2007-10-08 00:00:00,COÖPERATIEF MEIJBURG & CO U.A.,NL34284660,NL,bank,29892.783,27794.182,25758.941,28137.775,23632.094,25155.465,bank,CRD_IV
ALIOR BANK SPOLKA AKCYJNA,No,Yes,No,No,PL,6419.0,PL141387142,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1464174.92767508,1460475.98700874,1341921.76348474,960773.124177366,827565.765265212,820900.128814784,7106.0,6740.0,7229.0,7074.0,7441.0,7878.0,C2,www.aliorbank.pl,,Public limited companies,,ALIOR BANK SPÓLKA AKCYJNA,PL141387142,PL,bank,24049602.3432717,21896102.2726003,20729179.003603,17652379.5427862,18060443.8243353,17051869.947827,"bank,large_mne",EU_2021_2101|CRD_IV
NGS GROUP AB,No,Yes,No,No,SE,6430.0,SE5565351128,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",26426.806309847,30574.2449409107,45028.9504403511,51354.8530145739,48444.2284061498,43072.6359615095,164.0,,201.0,284.0,291.0,252.0,C1,www.ngsgroup.se,,Public limited companies,2000,NGS GROUP AB,SE5565351128,SE,bank,10692.7215702706,13702.030753384,20462.4694308545,33015.2983925852,33418.2745925666,30673.8844888305,bank,CRD_IV
BFF BANK SPA,No,Yes,No,No,IT,6492.0,IT07960110158,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",380151.0,534222.0,438849.0,534821.0,377652.0,221770.0,873.0,,830.0,842.0,862.0,900.0,C2,www.bff.com,,Public limited companies,1985,BFF BANK SPA,IT07960110158,IT,bank,12290904.0,12151421.0,12292266.0,13342417.0,11176697.0,6051314.0,bank,CRD_IV
DEUTSCHE PFANDBRIEFBANK AG,No,Yes,No,No,DE,6419.0,DEFEB13105,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",380000.0,547000.0,603000.0,550000.0,591000.0,526000.0,778.0,,806.0,791.0,784.0,782.0,C2,www.pfandbriefbank.com,,Public limited companies,01/01/1869,DEUTSCHE PFANDBRIEFBANK AG,DEFEB13105,DE,bank,39900000.0,44169000.0,50883000.0,53007000.0,58402000.0,58859000.0,bank,CRD_IV
ARBEJDSMARKEDETS TILLAEGSPENSION,No,No,No,No,DK,6430.0,DK43405810,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",2691702.44090973,2361215.20163521,6877057.19491925,-37932533.2338527,2621643.27948077,15863393.6885027,2810.0,,2860.0,2901.0,3044.0,2729.0,C2,www.atp.dk,,Public limited companies,1964,ARBEJDSMARKEDETS TILLAEGSPENSION,DK43405810,DK,bank,118874727.184694,119412913.564994,116377159.379592,116803834.34894,146868811.119558,153627396.724425,"bank,large_mne",EU_2021_2101|CRD_IV
TOTALENERGIES SE,No,Yes,No,No,FR,610.0,FR542051180,B - Mining and quarrying,,Mining & Extraction,157207697.853177,188434966.320406,198610770.594393,247080561.07389,163189960.996701,97982290.4762205,102887.0,,102579.0,101279.0,101309.0,105476.0,C1,www.total.com,,Public limited companies,1954-08-20 00:00:00,TOTALENERGIES SE,FR542051180,FR,extractive,247706443.293091,274797503.281556,256700337.284679,284890442.331053,259101112.780841,216878943.8014,"extractive,large_mne",EU_2021_2101
GADDEN FINANS AB,No,No,No,No,SE,6499.0,SE5566088596,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",29447.4225934467,29036.6592220755,21261.3258579757,23418.4089503499,24417.4172874734,22723.528064017,54.0,67.0,50.0,48.0,50.0,84.0,C2,,,Private limited companies,2001-03-29 00:00:00,GADDEN FINANS AB,SE5566088596,SE,bank,16176.762537244,12941.9401376241,10670.5596799006,10835.4374945916,7088.60218014492,6843.31914067393,bank,CRD_IV
BANCA PROFILO SPA,No,Yes,No,No,IT,6619.0,IT09108700155,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",64609.0,79623.0,82028.0,74609.0,70807.0,74741.0,207.0,,202.0,195.0,186.0,211.0,C2,www.bancaprofilo.it,,Public limited companies,1988,"SATOR PRIVATE EQUITY FUND, 'A' L.P.",GBLP013250,GB,bank,1966714.0,2547188.0,2139101.0,1887540.0,1666674.0,1846388.0,bank,CRD_IV
CARSTEN BONDERUP INVEST APS,No,No,No,No,DK,6499.0,DK25821467,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",39724.954743023,35697.9371606713,38567.2029868276,37950.8543259544,40539.0653785005,33099.6940207402,55.0,54.0,56.0,57.0,60.0,58.0,C2,,,Private limited companies,2001-01-05 00:00:00,MR CARSTEN AAEN BONDERUP,DKCP379728,DK,bank,14083.1866169405,14232.3399561239,17082.0793396073,13842.3394607224,14624.1871078136,11992.0685919437,bank,CRD_IV
FIRST INVESTMENT BANK AD,No,Yes,No,No,BG,6419.0,BG831094393,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",364647.387828701,329294.072771514,300128.194857043,255338.998022418,243323.290736126,196308.701571501,2692.0,,2953.0,2990.0,2867.0,2910.0,C2,www.fibank.bg,,Private limited companies,1993-10-08 00:00:00,FIRST INVESTMENT BANK AD,BG831094393,BG,bank,9802427.98997117,8618126.19316112,7599880.44112749,6901943.01579633,6082773.4571969,5795579.12246909,bank,CRD_IV
HOIST FINANCE AB,No,Yes,No,No,SE,6492.0,SE5560128489,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",362019.914588808,337988.835864088,295062.012132154,238361.700378943,259266.916023572,287316.340029366,1222.0,,1458.0,1464.0,1733.0,1798.0,C2,hoistfinance.com,,Public limited companies,1915-11-01 00:00:00,HOIST FINANCE AB,SE5560128489,SE,bank,5847074.83920442,4968514.42837231,3066247.65997932,2922111.24127321,2967013.85586584,3175528.22015113,bank,CRD_IV
EASTNINE AB (PUBL),No,Yes,No,No,SE,6619.0,SE5566937404,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",61723.0,41523.0,36166.0,30299.0,21530.0,19186.0,21.0,27.0,,22.0,20.0,19.0,C1,www.eastnine.com,,Public limited companies,2007,EASTNINE AB (PUBL),SE5566937404,SE,bank,1030708.0,982637.0,713121.0,837474.0,652518.0,502225.0,bank,CRD_IV
BULGARIAN-AMERICAN CREDIT BANK,No,Yes,No,No,BG,6419.0,BG121246419,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",57250.0,61098.0,56257.0,44564.0,31398.0,29207.0,385.0,,369.0,357.0,352.0,363.0,C2,www.bacb.bg,,Public limited companies,1996,MS TSVETELINA BORISLAVOVA KARAGYOZOVA,BG*Z00490727,BG,bank,1460467.0,1407352.0,1427198.0,1358652.0,1125065.0,955703.0,bank,CRD_IV
SWEDBANK AS,No,No,No,No,LV,6419.0,LV000307476,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",403492.0,467415.0,453077.0,223588.0,189331.0,185773.0,1289.0,,1310.0,1301.0,1409.0,1684.0,C2,www.swedbank.lv,,Private limited companies,1992-08-05 00:00:00,SWEDBANK AB,SE5020177753,SE,bank,11147236.0,10646697.0,9299170.0,8514060.0,7498928.0,7694795.0,bank,CRD_IV
MMH I BAASTAD AB,No,No,No,No,SE,6499.0,SE5567885651,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",35980.568485287,26908.3969833282,28636.6341493227,31923.5526384771,27571.401682222,27301.4311926395,61.0,83.0,58.0,54.0,52.0,50.0,C2,,,Private limited companies,2009-09-07 00:00:00,MMH I BAASTAD AB,SE5567885651,SE,bank,23176.779583696,18580.3033130678,14138.9511085089,16456.8845357976,13858.047645274,11949.9622672301,bank,CRD_IV
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE SC,No,Yes,No,No,FR,6419.0,FR487625436,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",769101.0,696834.0,693444.0,698035.0,659213.0,560066.0,3020.0,3050.0,2945.0,2784.0,2811.0,2778.0,C2,www.ca-briepicardie.fr,,Public limited companies,,CAISSE RÉGIONALE DE CRÉDIT AGRICOLE MUTUEL BRIE PICARDIE SC,FR487625436,FR,bank,40969182.0,41004109.0,42182104.0,42665834.0,38406564.0,35574611.0,"bank,large_mne",CRD_IV
SPAREBANKEN SOGN OG FJORDANE,No,No,No,No,NO,6419.0,NO946670081,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",158814.63079682,169019.909575198,147448.069874358,124183.787847376,126632.52060454,109962.998359183,302.0,302.0,292.0,276.0,267.0,276.0,C2,www.ssf.no,,Public limited companies,,SPAREBANKSTIFTINGA SOGN OG FJORDANE,NO995883031,NO,bank,6232186.68667543,6536652.06739967,6545377.3250925,6734450.68185492,6587694.00469847,5986439.13135078,bank,CRD_IV
LAYOUT HOLDCO A/S,No,No,No,No,DK,6499.0,DK37759953,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",167087.845152333,170688.51782267,193031.152591524,200267.630220597,163512.705390992,159160.795397014,461.0,473.0,450.0,452.0,473.0,491.0,C2,,,Public limited companies,2016-05-31 00:00:00,LAYOUT HOLDCO A/S,DK37759953,DK,bank,249829.680152268,262867.546943335,272840.734773972,272086.724579201,294496.375890309,287467.787461882,bank,CRD_IV
COOPERATIE KPMG U.A.,No,No,No,No,NL,6492.0,NL34281949,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",843437.0,803916.0,665742.0,686639.0,592457.0,549594.0,4309.0,4476.0,4206.0,3813.0,3490.0,3601.0,C2,,,Partnerships,2007-09-03 00:00:00,COÖPERATIE KPMG U.A.,NL34281949,NL,bank,569315.0,516432.0,504385.0,496789.0,465637.0,392876.0,"bank,large_mne",EU_2021_2101|CRD_IV
RUBATO UTBILDNING AB,No,No,No,No,SE,6619.0,SE5567030969,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",26869.7627136803,24270.1652231934,19999.5381688107,21264.8163539742,11115.4955202699,21741.8642697976,263.0,266.0,234.0,232.0,228.0,225.0,C2,,,Private limited companies,2006-05-02 00:00:00,TED INTERNATIONAL HOLDING AB,SE5567052872,SE,bank,9523.84858402654,8687.00023658119,7821.71142788693,8541.49045602524,8335.4595418444,8468.10847333862,bank,CRD_IV
INFINITY CAPITAL INVESTMENTS S.A.,No,Yes,No,No,RO,6492.0,RO4175676,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",70287.2202904258,115564.867450663,112792.000992228,122748.501778501,64883.5111236361,59326.7346226385,576.0,,815.0,470.0,485.0,479.0,C2,sifolt.ro,,Public limited companies,1993,INFINITY CAPITAL INVESTMENTS S.A.,RO4175676,RO,bank,1000732.84736423,845471.71104471,720619.576589207,539776.572502626,562104.649830964,441826.200641314,bank,CRD_IV
BURSA DE VALORI BUCURESTI S.A.,No,Yes,No,No,RO,6612.0,RO17777754,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",16493.0039546424,15834.1907282349,16664.3143729065,11438.6007478247,9326.99209841341,8678.40788014553,114.0,,106.0,100.0,105.0,101.0,C2,www.bvb.ro,,Public limited companies,1995,BURSA DE VALORI BUCURESTI S.A.,RO17777754,RO,bank,50835.2805902275,48577.6101405851,47935.9210548834,40056.7482434478,38293.775966378,43448.546140802,bank,CRD_IV
