company_name,Inactive,listed,Branch,OwnData,country_iso,nace_code,bvd_id,nace_section,NACE Rev. 2 main section.1,bvd_sector,revenue_eur_2025,revenue_eur_2024,revenue_eur_2023,revenue_eur_2022,revenue_eur_2021,revenue_eur_2020,employees_2024,employees_2025,employees_2023,employees_2022,employees_2021,employees_2020,consolidation_code,website,isin,legal_form,date_incorporation,guo_name,guo_bvd_id,guo_country_iso,_source,total_assets_eur_2025,total_assets_eur_2024,total_assets_eur_2023,total_assets_eur_2022,total_assets_eur_2021,total_assets_eur_2020,orbis_sources,regime_classification
BOCONCEPT HOLDING A/S,No,No,No,No,DK,6499.0,DK37760250,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",167087.845152333,170688.51782267,193031.152591524,200267.630220597,163512.705390992,159160.795397014,461.0,473.0,450.0,452.0,473.0,491.0,C2,www.boconcept.com/en-us,,Public limited companies,2016-05-31 00:00:00,LAYOUT HOLDCO A/S,DK37759953,DK,bank,249648.133561473,262773.826283096,272734.748447354,272022.220997322,294389.858320151,287327.945740026,bank,CRD_IV
AURUBIS AG,No,Yes,No,No,DE,729.0,DE2150006872,B - Mining and quarrying,,Mining & Extraction,18321000.0,17256166.0,17265886.0,18750395.0,16362716.0,12459559.0,6979.0,7190.0,7230.0,6913.0,7135.0,7236.0,C2,www.aurubis.com,,Public limited companies,28/04/1866,AURUBIS AG,DE2150006872,DE,extractive,8838000.0,7846232.0,7259631.0,7447330.0,6613349.0,5533503.0,"extractive,large_mne",EU_2021_2101
EQT AB,No,Yes,No,No,SE,6619.0,SE5568494180,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",2632000.0,2652600.0,2122400.0,1497300.0,1596000.0,739100.0,1886.0,1863.0,1777.0,1669.0,1059.0,671.0,C1,www.eqtgroup.com,,Public limited companies,2011,EQT AB,SE5568494180,SE,bank,11368000.0,11481100.0,10620400.0,9602600.0,3891700.0,1622700.0,"bank,large_mne",EU_2021_2101|CRD_IV
UMICORE,No,Yes,No,No,BE,729.0,BE0401574852,B - Mining and quarrying,,Mining & Extraction,19544800.0,14926660.0,18340726.0,25625602.0,24152896.0,20752569.0,11581.0,13324.0,11948.0,14229.0,13639.0,13319.0,C1,www.umicore.com,,Public limited companies,1904-07-07 00:00:00,UMICORE,BE0401574852,BE,extractive,9459700.0,9411505.0,9965670.0,9942372.0,9045241.0,8340893.0,"extractive,large_mne",EU_2021_2101
AJANTA OY,No,No,No,No,FI,6499.0,FI07816926,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",35076.157,31623.252,35988.67,33910.776,1469.293,29653.326,6.0,6.0,6.0,8.0,10.0,69.0,C2,www.ajanta.fi,,Private limited companies,1989-11-08 00:00:00,MR ARI MIKA PETTERI SALMIVUORI,FIPP4888914779PFI,FI,bank,107890.275,74848.662,70587.369,73271.705,79744.005,83088.54,bank,CRD_IV
VAN LANSCHOT KEMPEN N.V.,No,Yes,No,No,NL,6419.0,NL16038212,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",762376.0,727342.0,671745.0,579967.0,601987.0,446913.0,2229.0,2309.0,2112.0,1780.0,1654.0,1564.0,C2,www.vanlanschot.nl,,Public limited companies,1972-01-06 00:00:00,VAN LANSCHOT KEMPEN N.V.,NL16038212,NL,bank,17778611.0,16983332.0,16835885.0,17017913.0,16306596.0,15149026.0,"bank,large_mne",CRD_IV
BANCA SISTEMA SPA,No,Yes,No,No,IT,6419.0,IT12870770158,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",172503.0,125589.0,106841.0,109676.0,111148.0,104071.0,358.0,365.0,299.0,290.0,280.0,269.0,C2,www.bancasistema.it,,Public limited companies,2011,BANCA SISTEMA SPA,IT12870770158,IT,bank,4351713.0,4702898.0,4572400.0,4397401.0,3708891.0,3671371.0,bank,CRD_IV
BANK POCZTOWY SA,No,No,No,No,PL,6419.0,PL002482470,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",138489.075934891,131460.889707434,125830.441725643,101010.924686595,61165.3221815419,70775.7910589091,1160.0,1163.0,1116.0,1087.0,1098.0,1322.0,C1,www.bp.com.pl,,Public limited companies,1990,GOVERNEMENT OF THE REPUBLIC OF POLAND - MINISTERSTWO SKARBU PANSTWA,PL012149187,PL,bank,2693613.46032518,2353469.11952512,2066570.55027657,1818436.47613489,1981577.67918956,1988304.20953489,bank,CRD_IV
IPAS INDEXO,No,Yes,No,No,LV,6612.0,LV020304298,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",6154.0,4625.0,3123.0,2278.0,1602.0,972.0,108.0,141.0,99.0,83.0,53.0,31.0,C1,indexo.lv,,Public limited companies,2017,IPAS INDEXO,LV020304298,LV,bank,283846.0,48440.0,7316.0,8793.0,2042.0,1820.0,bank,CRD_IV
BARCLAYS BANK IRELAND PLC,No,No,No,No,IE,6419.0,IE396330,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1575000.0,1485000.0,1666000.0,1430000.0,1196000.0,847000.0,1814.0,1254.0,1816.0,1776.0,1708.0,1646.0,C2,www.barclayscorporate.com/international,,Public limited companies,2005,BARCLAYS PLC,GB00048839,GB,bank,132410000.0,138112000.0,142644000.0,132534000.0,117112000.0,134937000.0,"bank,large_mne",EU_2021_2101|CRD_IV
KOMERCNI BANKA,No,Yes,No,No,CZ,6419.0,CZ45317054,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1534324.28737938,1563633.87807818,1477907.93204366,1607771.15619432,1279517.85408536,1139766.50621183,7943.0,6971.0,7744.0,7687.0,7763.0,8077.0,C2,www.kb.cz,,Private limited companies,1992-03-05 00:00:00,SOCIÉTÉ GÉNÉRALE,FR552120222,FR,bank,65982173.0638248,61001260.7113706,61325454.3586467,54060667.7477304,50050984.8883932,44472346.2878283,"bank,large_mne",EU_2021_2101|CRD_IV
FINECOBANK BANCA FINECO SPA,No,Yes,No,No,IT,6419.0,IT01392970404,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1550640.0,1516864.0,1403903.0,1087013.0,946535.0,886071.0,1451.0,1529.0,1384.0,1336.0,1305.0,1262.0,C2,it.finecobank.com,,Public limited companies,1999,FINECOBANK BANCA FINECO SPA,IT01392970404,IT,bank,37295901.0,34688817.0,33315700.0,36268885.0,33867175.0,31755017.0,"bank,large_mne",EU_2021_2101|CRD_IV
SPAREBANK 1 RINGERIKE HADELAND,No,Yes,No,No,NO,6419.0,NO937889275,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",121918.302429882,116778.934011564,95124.9165333064,89286.8122424852,91295.5405465142,78655.5486960167,273.0,266.0,246.0,231.0,146.0,146.0,C2,www.sparebank1.no/nb/ringerike-hadeland,,Public limited companies,1833,SPAREBANK 1 RINGERIKE HADELAND,NO937889275,NO,bank,2764607.26784215,2674296.95360978,2695710.2165201,2815529.83013843,2801331.58624304,2602330.24527001,bank,CRD_IV
SPAREBANKEN MORE,No,Yes,No,No,NO,6419.0,NO937899319,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",201198.97139225,203027.427758668,194610.095845034,166307.385103415,152859.967559789,144738.438326813,439.0,412.0,400.0,374.0,364.0,346.0,C2,www.sbm.no,,Public limited companies,1985-01-04 00:00:00,SPAREBANKEN MORE,NO937899319,NO,bank,9238266.49257123,8678701.67906568,8607959.58919494,8510392.95262478,8288373.76165541,7593847.86062381,bank,CRD_IV
HRVATSKA POSTANSKA BANK DD,No,Yes,No,No,HR,6419.0,HR87939104217,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",203296.0,225095.0,211795.0,268198.0,110373.815591,107609.21744,1720.0,1792.0,1752.0,1805.0,1315.0,1326.0,C2,www.hpb.hr,,Private limited companies,1991-09-10 00:00:00,HRVATSKA POSTANSKA BANK DD,HR87939104217,HR,bank,8562410.0,7881787.0,7045617.0,5540079.0,3698914.341278,3380214.674388,bank,CRD_IV
HYPO NOE LANDESBANK FUR NIEDEROSTERREICH UND WIEN AG,No,No,No,No,AT,6419.0,ATFEB46403,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",197408.0,221657.0,229236.0,176730.0,176984.0,174448.0,617.0,623.0,619.0,616.0,630.0,714.0,C2,www.hyponoe.at,,Public limited companies,01/01/1889,LAND NIEDEROSTERREICH,ATLEI573977,AT,bank,16695066.0,16357561.0,15579450.0,15121252.0,16763250.0,16416615.0,bank,CRD_IV
"ARTEA BANKAS, AB",No,Yes,No,No,LT,6419.0,LT112025254,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",189829.0,202413.0,183296.0,141500.0,115791.0,107158.0,1137.0,1293.0,1137.0,908.0,882.0,849.0,C2,www.artea.lt,,Private limited companies,1992-04-02 00:00:00,"ARTEA BANKAS, AB",LT112025254,LT,bank,6075470.0,4922619.0,4809321.0,4182656.0,3962482.0,3028845.0,bank,CRD_IV
INBANK AS,No,No,No,No,EE,6419.0,EE12001988,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",125835.0,112532.0,72963.0,84456.0,57213.0,35636.0,428.0,449.0,394.0,317.0,293.0,225.0,C1,inbank.ee,,Public limited companies,2011,INBANK AS,EE12001988,EE,bank,1580032.0,1435814.0,1320584.0,1020495.0,786954.0,490031.0,bank,CRD_IV
AS LHV PANK,No,No,No,No,EE,6419.0,EE10539549,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",228625.0,276112.0,260077.0,161674.0,127895.0,88515.0,925.0,893.0,827.0,765.0,611.0,497.0,C1,www.lhv.ee,,Private limited companies,1999,AS LHV GROUP,EE11098261,EE,bank,8776107.0,7936527.0,6754644.0,6056950.0,6808847.0,4938859.0,bank,CRD_IV
SBAB BANK AB,No,No,No,No,SE,6419.0,SE5562537513,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",483741.480148049,467407.230799911,482156.922696098,419717.999761941,401306.891870699,370531.443714597,1082.0,1077.0,948.0,863.0,839.0,760.0,C2,www.sbab.se,,Public limited companies,1985-01-01 00:00:00,REGERINGSKANSLIET,SE2021003831,SE,bank,60620391.9370003,57586909.6160623,58629650.9403205,57049009.2285679,54543448.4144134,50961427.7908694,bank,CRD_IV
GRE AB,No,No,No,No,SE,6499.0,SE5568955339,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",3117.52068494414,7447.3521047274,9984.41009775632,9747.09697776042,16719.1439402279,23130.623638097,32.0,20.0,34.0,37.0,53.0,60.0,C2,www.ets.org,,Private limited companies,2012-06-08 00:00:00,GRE AB,SE5568955339,SE,bank,8397.72792153004,8717.15163186643,12992.6477234263,14643.76172589,15166.0117867296,19778.7589023233,bank,CRD_IV
OMA SAASTOPANKKI OYJ,No,Yes,No,No,FI,6419.0,FI22319362,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",217310.0,267126.0,243967.0,142611.0,147177.0,108909.0,585.0,642.0,464.0,357.0,344.0,298.0,C2,www.omasp.fi,,Public limited companies,2008-12-31 00:00:00,OMA SÄÄSTÖPANKKI OYJ,FI22319362,FI,bank,7474004.0,7709090.0,7642906.0,5941766.0,5372633.0,4381999.0,bank,CRD_IV
ALANDSBANKEN ABP,No,Yes,No,No,FI,6419.0,FI01450193,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",218492.0,214649.0,200320.0,181754.0,174600.0,148631.0,582.0,584.0,566.0,531.0,527.0,495.0,C2,www.alandsbanken.fi,,Public limited companies,1919-03-12 00:00:00,ALANDSBANKEN ABP,FI01450193,FI,bank,5173492.0,4924829.0,5341507.0,5897719.0,6634639.0,6035058.0,bank,CRD_IV
HSBC BANK MALTA PLC,No,Yes,No,No,MT,6419.0,MTC3177,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",219410.0,252838.0,231810.0,145797.0,131313.0,134263.0,931.0,923.0,940.0,931.0,970.0,1106.0,C2,www.hsbc.com.mt,,Public limited companies,1975-09-25 00:00:00,HSBC HOLDINGS PLC,GB00617987,GB,bank,8151127.0,7741726.0,7660919.0,7336646.0,7174805.0,6730459.0,bank,CRD_IV
GRENKE AG,No,Yes,No,No,DE,6492.0,DEFEB28814,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",735426.0,606158.0,524274.0,520626.0,515069.0,560924.0,2295.0,2439.0,2158.0,1954.0,1865.0,1891.0,C2,www.grenke.de,,Public limited companies,1978,GRENKE AG,DEFEB28814,DE,bank,9089202.0,8219060.0,7099541.0,6412743.0,6660940.0,7331781.0,bank,CRD_IV
TAIGA FUND PARTNERS AS,No,No,No,No,NO,6430.0,NO991843051,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",8337.38817752494,3134.88256771059,3330.79583794031,3442.81960688356,7360.90316608145,11228.5500957021,0.0,0.0,0.0,0.0,0.0,0.0,C2,taigafund.no,,Private limited companies,2007-10-22 00:00:00,TAIGA FUND PARTNERS AS,NO991843051,NO,bank,8346.50672091997,2888.85810324614,3108.15548137686,3189.60258771238,7263.90165425078,11195.3032465023,bank,CRD_IV
IDUN INDUSTRIER AB,No,Yes,No,No,SE,6619.0,SE5569247009,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",213660.194864626,192646.218665342,189217.392374489,153867.827470569,114674.225864987,69060.0650601628,924.0,942.0,8888.0,704.0,568.0,376.0,C1,www.idun.com,,Public limited companies,2013,MR ADAM SAMUELSESON,SECP3991430,SE,bank,217822.406452898,207850.829273079,207321.708900808,194420.60656582,166979.323545848,81912.0647862076,bank,CRD_IV
SPAREBANK 1 OSTFOLD AKERSHUS,No,Yes,No,No,NO,6419.0,NO837884942,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",114910.532968885,112962.628978507,99663.1492210507,92614.8616870932,91595.8548246277,79773.3306949762,292.0,297.0,277.0,230.0,225.0,221.0,C2,www.sparebank1.no/nb/ostfold-akershus/p,,Public limited companies,1971-01-10 00:00:00,SPAREBANK 1 OSTFOLD AKERSHUS,NO837884942,NO,bank,2651638.64689258,2495100.2306131,2493803.35439281,2536354.02529931,2638060.72370865,2449662.24233519,bank,CRD_IV
AS CITADELE BANKA,No,No,No,No,LV,6419.0,LV010330355,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",232828.0,250223.0,239346.0,174261.0,159501.0,81960.0,1342.0,1281.0,1329.0,1355.0,1335.0,1230.0,C2,www.cblgroup.com,,Private limited companies,2010,AS CITADELE BANKA,LV010330355,LV,bank,5424736.0,5136597.0,4863336.0,5404921.0,5054561.0,4597318.0,bank,CRD_IV
HUSHERREN FOERVALTNING AB,No,No,No,No,SE,6499.0,SE5591519623,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",42550.3176498179,37611.1545305826,33268.0455143055,31449.6467031919,31000.6303093503,28539.3821843776,28.0,26.0,24.0,23.0,22.0,24.0,C2,www.husherren.se,,Private limited companies,2018-03-09 00:00:00,HUSHERREN FOERVALTNING AB,SE5591519623,SE,bank,305973.754104747,288041.930534016,270921.894153152,258239.40566363,233573.758907548,217934.259072626,bank,CRD_IV
OBOS BBL,No,No,No,No,NO,6419.0,NO937052766,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1299308.0028348,1780687.9284247,1499663.44091283,1520252.98629697,1572167.66939045,1394348.58906211,2197.0,2277.0,2363.0,2696.0,2622.0,2522.0,C2,www.obos.no,,Public limited companies,1929,OBOS BBL,NO937052766,NO,bank,12194616.4645812,11804509.9214754,11692356.0876771,11119868.9785785,10686037.1101341,9354538.60863569,"bank,large_mne",EU_2021_2101|CRD_IV
BANK MILLENNIUM,No,Yes,No,No,PL,6419.0,PL001379728,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1701385.40105098,1613367.9214226,1604066.81138407,898135.283678879,829720.230339707,816316.581446284,6714.0,6906.0,6872.0,6987.0,7000.0,7493.0,C2,www.bankmillennium.pl,,Private limited companies,1989-01-01 00:00:00,"BANCO COMERCIAL PORTUGUÊS, SA",PT501525882,PT,bank,36785866.0975012,32591646.8515311,28867272.7631572,23630026.1791271,22598050.4229649,21102398.177864,"bank,large_mne",EU_2021_2101|CRD_IV
LTW HOLDING AB,No,No,No,No,SE,6499.0,SE5569736498,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",46581.973830608,41929.9180115119,41918.7762901565,47205.3032147885,38558.3368171341,30141.4646305305,30.0,32.0,23.0,18.0,17.0,16.0,C2,www.tolago.se,,Private limited companies,2014-06-04 00:00:00,LTW HOLDING AB,SE5569736498,SE,bank,23258.8748909958,22319.8662649945,18816.3032357688,19470.8203813061,16125.1539824487,11963.4750463434,bank,CRD_IV
BANCO DE CREDITO SOCIAL COOPERATIVO SA,No,No,No,No,ES,6419.0,ESA86853140,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1658682.0,1591768.0,1421755.0,1160160.0,1452173.0,1131474.0,6107.0,6247.0,6248.0,6224.0,6229.0,6101.0,C2,www.bcc.es/es,,Public limited companies,1963,"CAJAMAR CAJA RURAL, S.C.C.",ESF04743175,ES,bank,65067953.0,62203765.0,60156442.0,62315697.0,58513026.0,53617061.0,"bank,large_mne",EU_2021_2101|CRD_IV
BLUOR BANK AS,No,No,No,No,LV,6419.0,LV000355106,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",46363.0,46446.0,37917.0,26440.0,27445.0,20494.0,241.0,263.0,216.0,200.0,203.0,213.0,C2,www.bluorbank.lv/en,,Private limited companies,2001,AKCIJU SABIEDRIBA BBG,LV000323482,LV,bank,1126266.0,1033229.0,908276.0,668540.0,875003.0,709112.0,bank,CRD_IV
OY THE ENGLISH TEAROOM AB,No,No,No,No,FI,6499.0,FI04244926,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",25180.277,22974.472,22783.218,35339.211,28313.29,31409.968,2.0,3.0,2.0,2.0,2.0,2.0,C2,www.tearoom.fi,,Private limited companies,1950-11-10 00:00:00,OY THE ENGLISH TEAROOM AB,FI04244926,FI,bank,143292.688,146151.041,144954.447,142848.218,150511.425,143638.159,bank,CRD_IV
BANCO BILBAO VIZCAYA ARGENTARIA SA,No,Yes,No,No,ES,6419.0,ESA48265169,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",39545000.0,39432000.0,33583000.0,28181000.0,23108000.0,21828000.0,125916.0,127174.0,121486.0,115675.0,110432.0,123174.0,C2,www.bbva.es,,Public limited companies,24/08/1857,BANCO BILBAO VIZCAYA ARGENTARIA SA,ESA48265169,ES,bank,859576000.0,772402000.0,775558000.0,712092000.0,662885000.0,736176000.0,"bank,large_mne",EU_2021_2101|CRD_IV
DEUTSCHE BANK AG,No,Yes,No,No,DE,6419.0,DEFEB13216,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",32111000.0,30226000.0,28880000.0,27361000.0,25596000.0,24336000.0,89753.0,89879.0,90130.0,84930.0,82969.0,84659.0,C2,www.db.com,,Private limited companies,1957-02-05 00:00:00,DEUTSCHE BANK AG,DEFEB13216,DE,bank,1435067000.0,1387177000.0,1312331000.0,1336788000.0,1323993000.0,1325259000.0,"bank,large_mne",EU_2021_2101|CRD_IV
SPAREKASSEN THY,No,No,No,No,DK,6419.0,DK24255816,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",97927.891287278,98365.4600829138,97657.5934032947,60389.6009032352,60595.4586522754,55766.7900785723,289.0,307.0,268.0,248.0,237.0,233.0,C2,www.sparthy.dk,,Public limited companies,1829,SPAREKASSEN THY,DK24255816,DK,bank,2082340.77024698,1932990.18790151,1794543.61472763,1645112.55990679,1589258.13423406,1510508.07703173,bank,CRD_IV
ROVEG BEHEER B.V.,No,No,No,No,NL,6619.0,NL30166111,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",236279.872,210169.118,178102.684,148513.092,156283.558,157240.723,245.0,270.0,223.0,204.0,143.0,149.0,C2,www.roveg.nl,,Private limited companies,2000-07-17 00:00:00,STICHTING ADMINISTRATIEKANTOOR ROVEG BEHEER,NL58946039,NL,bank,47864.973,40002.685,40960.301,41014.403,35376.077,38343.158,bank,CRD_IV
AXCEL MANAGEMENT A/S,No,No,No,No,DK,6430.0,DK28301855,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",37477.3881513624,40830.3456439822,30210.2652605621,20090.3773046517,26639.6474603434,17041.7434202428,48.0,61.0,47.0,43.0,37.0,36.0,C2,www.axcel.dk,,Public limited companies,2004-12-15 00:00:00,AXCEL MANAGEMENT HOLDING APS,DK38487396,DK,bank,109480.696383428,123857.744189964,32820.5253508957,16998.4846025918,22871.220276349,22364.833063523,bank,CRD_IV
SPAREKASSEN SJALLAND-FYN A/S,No,Yes,No,No,DK,6419.0,DK36532130,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",241488.659367807,240287.538195627,217949.874566368,173350.118359313,172886.08407176,164285.952786339,553.0,579.0,537.0,555.0,545.0,555.0,C2,www.spks.dk,,Public limited companies,2004-12-22 00:00:00,SPAREKASSEN SJÆLLAND-FYN A/S,DK36532130,DK,bank,4722632.1232357,4326597.37570626,4253396.007277,3984537.84480959,3767990.24344784,3668118.9026129,bank,CRD_IV
INTESA SANPAOLO S.P.A.,No,Yes,No,No,IT,6419.0,IT00799960158,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",27282000.0,28289000.0,26053000.0,22264000.0,22293000.0,22499000.0,94736.0,90831.0,94368.0,95574.0,97698.0,101074.0,C2,www.intesasanpaolo.com,,Public limited companies,1998-02-01 00:00:00,INTESA SANPAOLO S.P.A.,IT00799960158,IT,bank,959887000.0,933285000.0,963570000.0,974587000.0,1069003000.0,1002614000.0,"bank,large_mne",EU_2021_2101|CRD_IV
SOCIETE GENERALE,No,Yes,No,No,FR,6419.0,FR552120222,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",27274000.0,26809000.0,25121000.0,27170000.0,25804000.0,22116000.0,118597.0,110384.0,126000.0,117576.0,131293.0,133251.0,C2,www.societegenerale.com,,Private limited companies,1920-12-01 00:00:00,SOCIÉTÉ GÉNÉRALE,FR552120222,FR,bank,1546641000.0,1573545000.0,1554045000.0,1484900000.0,1464449000.0,1444404000.0,"bank,large_mne",EU_2021_2101|CRD_IV
UNICREDIT SPA,No,Yes,No,No,IT,6419.0,IT00348170101,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",27063000.0,27041000.0,25835000.0,21507000.0,17215000.0,16706000.0,76400.0,73091.0,78149.0,82995.0,87165.0,90836.0,C2,www.unicreditgroup.eu,,Private limited companies,1998-10-23 00:00:00,UNICREDIT SPA,IT00348170101,IT,bank,870238000.0,784004000.0,784974000.0,857773000.0,917227000.0,931456000.0,"bank,large_mne",EU_2021_2101|CRD_IV
BANCA POPOLARE DI SONDRIO SOCIETA PER AZIONI,No,Yes,No,No,IT,6419.0,IT00053810149,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",1827396.0,1826800.0,1634328.0,1195595.0,1147050.0,918290.0,3733.0,3596.0,3611.0,3483.0,3401.0,3334.0,C2,www.popso.it,,Public limited companies,04/03/1871,BPER BANCA S.P.A.,IT01153230360,IT,bank,58342612.0,56628582.0,57721765.0,57854361.0,55016149.0,49807597.0,"bank,large_mne",EU_2021_2101|CRD_IV
SPAREBANK 1 NORD-NORGE,No,Yes,No,No,NO,6419.0,NO952706365,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",542300.039132364,559809.544960303,469484.620794878,384532.341542716,428948.893905497,385491.484256562,1045.0,981.0,997.0,891.0,906.0,944.0,C2,www.sparebank1.no/nord-norge,,Public limited companies,1989-01-07 00:00:00,SPAREBANK 1 NORD-NORGE,NO952706365,NO,bank,12183640.4401242,11505990.0611118,11402354.1204348,11650169.885795,11930485.221857,11206289.9926459,bank,CRD_IV
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL ATLANTIQUE VENDEE SC,No,Yes,No,No,FR,6419.0,FR440242469,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",477397.0,447465.0,432880.0,498857.0,453296.0,391735.0,2320.0,2388.0,2330.0,2288.0,2244.0,2135.0,C2,www.ca-atlantique-vendee.fr,,Public limited companies,2002,CAISSE RÉGIONALE DE CRÉDIT AGRICOLE MUTUEL ATLANTIQUE VENDÉE SC,FR440242469,FR,bank,32929116.0,32573979.0,31159245.0,31524062.0,27997459.0,26244016.0,bank,CRD_IV
CREDIT AGRICOLE SA,No,Yes,No,No,FR,6419.0,FR784608416,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",27594000.0,27434000.0,25361000.0,22864000.0,23031000.0,20930000.0,81244.0,81948.0,75125.0,72758.0,75711.0,73817.0,C2,www.credit-agricole.com,,Private limited companies,1979-11-16 00:00:00,SAS RUE LA BOETIE,FR439208190,FR,bank,2374307000.0,2309782000.0,2189398000.0,2138086000.0,2073955000.0,1961062000.0,"bank,large_mne",EU_2021_2101|CRD_IV
VALUNO GROUP AB,No,Yes,No,No,SE,6619.0,SE5590662093,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",33364.6007686606,7764.42461356365,19457.077886761,32320.6643769728,254069.316766067,440523.221497038,21.0,26.0,54.0,50.0,27.0,16.0,C1,www.quickbit.com,,Public limited companies,2016,VALUNO GROUP AB,SE5590662093,SE,bank,1390.56550662608,1188.43233881076,1380.71558360559,2786.58553884511,36840.9904999649,21096.9069602639,bank,CRD_IV
MALMER INVEST AB,No,No,No,No,SE,6499.0,SE5569989865,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",36.3341309795847,0.0,20861.9348164603,76282.3597401016,88873.2274423569,57368.9091324437,2.0,2.0,14.0,14.0,14.0,14.0,C2,www.jarnmalmer.se,,Private limited companies,2015-01-02 00:00:00,MALMER INVEST AB,SE5569989865,SE,bank,23479.025725104,23693.6434908325,18275.7613512418,19349.1552920691,17102.428456981,17936.0918203366,bank,CRD_IV
COOPERATIEVE RABOBANK U.A.,No,No,No,No,NL,6419.0,NL30046259,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",17172000.0,16884000.0,16236000.0,12664000.0,12888000.0,11516000.0,49272.0,48202.0,49132.0,46959.0,43361.0,43272.0,C2,www.rabobank.com,,Public limited companies,1898,COOPERATIEVE RABOBANK U.A.,NL30046259,NL,bank,638886000.0,629253000.0,613796000.0,628513000.0,639231000.0,632258000.0,"bank,large_mne",EU_2021_2101|CRD_IV
"CAIXABANK, S.A.",No,Yes,No,No,ES,6419.0,ESA08663619,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",16953000.0,17114000.0,16007000.0,12494000.0,11601000.0,9301000.0,46014.0,47120.0,44863.0,44625.0,49762.0,35386.0,C2,www.caixabank.com,,Public limited companies,1980-12-12 00:00:00,"CAIXABANK, S.A.",ESA08663619,ES,bank,664040000.0,631003000.0,607167000.0,598850000.0,680036000.0,451520000.0,"bank,large_mne",EU_2021_2101|CRD_IV
MUNICIPALITY FINANCE PLC,No,No,No,No,FI,6499.0,FI17016834,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",260563.0,228738.0,205460.0,281561.0,305691.0,248047.0,178.0,185.0,185.0,175.0,164.0,165.0,C2,www.munifin.fi,,Public limited companies,1991,MUNICIPALITY FINANCE PLC,FI17016834,FI,bank,55634327.0,53091818.0,49736359.0,47736293.0,46360060.0,44042426.0,bank,CRD_IV
OBOSBANKEN AS,No,No,No,No,NO,6419.0,NO911986884,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",91354.2958650503,89979.9920016484,74391.4220971414,53287.5866615406,47340.8420685018,45248.6751501893,140.0,145.0,144.0,67.0,57.0,60.0,C2,bank.obos.no,,Public limited companies,1929,OBOS BBL,NO937052766,NO,bank,6459896.97867917,6217608.96663605,5789183.18037778,5368002.26450786,5365758.25210103,4835531.90169438,bank,CRD_IV
